ID	Area	MinFeret	EQPC
1	3.723	0.842	2.177216302
2	0.355	0.595	0.672309481
3	1.95	1.263	1.575695755
4	0.709	0.799	0.950119381
5	1.773	1.263	1.502482517
6	1.064	0.842	1.16392735
7	0.355	0.595	0.672309481
8	1.596	1.263	1.425514052
9	0.532	0.421	0.823020922
10	6.205	2.947	2.810774159
11	0.177	0.421	0.474724551
12	0.177	0.421	0.474724551
13	0.177	0.421	0.474724551
14	0.177	0.421	0.474724551
15	10.992	3.368	3.741049195
16	0.177	0.421	0.474724551
17	0.355	0.421	0.672309481
18	0.177	0.421	0.474724551
19	0.355	0.421	0.672309481
20	0.355	0.595	0.672309481
21	0.177	0.421	0.474724551
22	0.355	0.595	0.672309481
23	1.064	1.065	1.16392735
24	6.737	2.947	2.928790674
25	1.064	0.893	1.16392735
26	0.177	0.421	0.474724551
27	0.177	0.421	0.474724551
28	4.255	2.105	2.327581204
29	1.596	1.263	1.425514052
30	1.241	1.263	1.257016418
31	0.177	0.421	0.474724551
32	9.042	3.789	3.393026962
33	6.737	2.947	2.928790674
34	1.064	1.263	1.16392735
35	0.177	0.421	0.474724551
36	0.177	0.421	0.474724551
37	0.177	0.421	0.474724551
38	0.177	0.421	0.474724551
39	0.177	0.421	0.474724551
40	0.532	0.421	0.823020922
41	0.177	0.421	0.474724551
42	0.177	0.421	0.474724551
43	0.177	0.421	0.474724551
44	0.177	0.421	0.474724551
45	0.355	0.421	0.672309481
46	0.177	0.421	0.474724551
47	0.177	0.421	0.474724551
48	26.77	5.053	5.838203715
49	0.177	0.421	0.474724551
50	0.709	0.842	0.950119381
51	0.177	0.421	0.474724551
52	0.177	0.421	0.474724551
53	0.177	0.421	0.474724551
54	0.177	0.421	0.474724551
55	0.177	0.421	0.474724551
56	0.177	0.421	0.474724551
57	0.532	0.753	0.823020922
58	0.177	0.421	0.474724551
59	2.305	1.684	1.713130804
60	4.964	2.526	2.514032836
61	0.355	0.595	0.672309481
62	0.177	0.421	0.474724551
63	0.709	0.817	0.950119381
64	0.177	0.421	0.474724551
65	0.177	0.421	0.474724551
66	0.177	0.421	0.474724551
67	0.177	0.421	0.474724551
68	3.368	2.105	2.07081404
69	0.709	0.842	0.950119381
70	1.064	1.263	1.16392735
71	0.886	1.13	1.062115924
72	0.177	0.421	0.474724551
73	0.177	0.421	0.474724551
74	0.177	0.421	0.474724551
75	0.886	1.191	1.062115924
76	0.177	0.421	0.474724551
77	0.177	0.421	0.474724551
78	1.773	1.489	1.502482517
79	0.177	0.421	0.474724551
80	0.886	0.842	1.062115924
81	0.355	0.421	0.672309481
82	0.709	0.842	0.950119381
83	0.355	0.421	0.672309481
84	0.177	0.421	0.474724551
85	0.177	0.421	0.474724551
86	0.355	0.595	0.672309481
87	0.177	0.421	0.474724551
88	0.177	0.421	0.474724551
89	0.177	0.421	0.474724551
90	1.773	1.684	1.502482517
91	1.064	1.263	1.16392735
92	0.177	0.421	0.474724551
93	0.532	0.842	0.823020922
94	0.355	0.595	0.672309481
95	0.177	0.421	0.474724551
96	5.141	2.105	2.558461354
97	0.886	0.842	1.062115924
98	0.177	0.421	0.474724551
99	2.482	1.786	1.777689666
100	0.177	0.421	0.474724551
101	2.837	2.071	1.900573752
102	0.355	0.421	0.672309481
103	1.418	1.198	1.343671714
104	0.177	0.421	0.474724551
105	0.177	0.421	0.474724551
106	1.596	1.191	1.425514052
107	1.064	1.191	1.16392735
108	7.446	1.684	3.079048822
109	0.177	0.421	0.474724551
110	0.709	0.893	0.950119381
111	4.432	1.982	2.375499455
112	31.911	7.115	6.37419384
113	0.355	0.421	0.672309481
114	0.177	0.421	0.474724551
115	0.177	0.421	0.474724551
116	0.177	0.421	0.474724551
117	0.886	1.13	1.062115924
118	6.382	3.201	2.85058148
119	0.177	0.421	0.474724551
120	6.028	2.105	2.770394913
121	0.532	0.421	0.823020922
122	0.355	0.421	0.672309481
123	33.861	6.591	6.566061546
124	11.701	3.766	3.859815528
125	0.177	0.421	0.474724551
126	0.355	0.595	0.672309481
127	0.177	0.421	0.474724551
128	0.177	0.421	0.474724551
129	0.177	0.421	0.474724551
130	0.886	1.191	1.062115924
131	0.177	0.421	0.474724551
132	0.709	0.842	0.950119381
133	1.596	1.263	1.425514052
134	14.537	4.632	4.302218412
135	0.177	0.421	0.474724551
136	0.177	0.421	0.474724551
137	0.177	0.421	0.474724551
138	0.177	0.421	0.474724551
139	0.177	0.421	0.474724551
140	2.482	1.489	1.777689666
141	0.177	0.421	0.474724551
142	5.673	2.947	2.687580313
143	1.241	1.263	1.257016418
144	0.709	0.893	0.950119381
145	0.177	0.421	0.474724551
146	0.177	0.421	0.474724551
147	0.177	0.421	0.474724551
148	0.886	0.842	1.062115924
149	0.177	0.421	0.474724551
150	0.355	0.421	0.672309481
151	0.177	0.421	0.474724551
152	0.709	0.842	0.950119381
153	0.355	0.421	0.672309481
154	3.014	1.684	1.95896503
155	0.177	0.421	0.474724551
156	0.177	0.421	0.474724551
157	0.177	0.421	0.474724551
158	0.532	0.842	0.823020922
159	3.546	2.526	2.124831152
160	16.31	4.582	4.557031597
161	0.355	0.595	0.672309481
162	0.532	0.753	0.823020922
163	0.532	0.753	0.823020922
164	5.496	2.859	2.645321254
165	0.177	0.421	0.474724551
166	14.715	4.632	4.328477781
167	0.177	0.421	0.474724551
168	1.596	1.263	1.425514052
169	0.709	0.842	0.950119381
170	0.355	0.421	0.672309481
171	0.177	0.421	0.474724551
172	0.177	0.421	0.474724551
173	0.177	0.421	0.474724551
174	0.177	0.421	0.474724551
175	0.177	0.421	0.474724551
176	0.355	0.421	0.672309481
177	0.177	0.421	0.474724551
178	0.355	0.421	0.672309481
179	0.886	0.842	1.062115924
180	0.532	0.421	0.823020922
181	1.596	1.263	1.425514052
182	0.886	0.893	1.062115924
183	0.177	0.421	0.474724551
184	0.177	0.421	0.474724551
185	0.177	0.421	0.474724551
186	0.177	0.421	0.474724551
187	1.241	1.263	1.257016418
188	1.064	1.198	1.16392735
189	0.355	0.421	0.672309481
190	0.177	0.421	0.474724551
191	0.532	0.421	0.823020922
192	0.177	0.421	0.474724551
193	0.177	0.421	0.474724551
194	0.532	0.842	0.823020922
195	0.177	0.421	0.474724551
196	1.95	1.263	1.575695755
197	3.546	2.105	2.124831152
198	1.95	1.695	1.575695755
199	0.177	0.421	0.474724551
200	0.886	1.263	1.062115924
201	0.886	1.263	1.062115924
202	0.177	0.421	0.474724551
203	0.177	0.421	0.474724551
204	0.177	0.421	0.474724551
205	1.241	1.263	1.257016418
206	1.241	1.191	1.257016418
207	0.177	0.421	0.474724551
208	0.177	0.421	0.474724551
209	0.177	0.421	0.474724551
210	4.078	2.526	2.278655495
211	0.177	0.421	0.474724551
212	1.596	1.684	1.425514052
213	0.355	0.595	0.672309481
214	7.269	2.825	3.042232445
215	0.177	0.421	0.474724551
216	0.177	0.421	0.474724551
217	2.837	2.105	1.900573752
218	1.418	1.489	1.343671714
219	0.532	0.421	0.823020922
220	0.177	0.421	0.474724551
221	10.992	3.87	3.741049195
222	0.177	0.421	0.474724551
223	0.355	0.595	0.672309481
224	0.177	0.421	0.474724551
225	0.532	0.753	0.823020922
226	0.886	1.13	1.062115924
227	2.305	1.634	1.713130804
228	0.177	0.421	0.474724551
229	0.177	0.421	0.474724551
230	0.709	0.842	0.950119381
231	0.709	0.842	0.950119381
232	0.532	0.842	0.823020922
233	0.177	0.421	0.474724551
234	1.064	1.191	1.16392735
235	0.177	0.421	0.474724551
236	0.177	0.421	0.474724551
237	0.177	0.421	0.474724551
238	5.141	2.89	2.558461354
239	1.95	1.684	1.575695755
240	0.355	0.421	0.672309481
241	0.177	0.421	0.474724551
242	0.177	0.421	0.474724551
243	0.177	0.421	0.474724551
244	2.659	1.684	1.839984769
245	1.241	1.263	1.257016418
246	0.709	0.893	0.950119381
247	254.404	16.414	17.99770077
248	0.532	0.595	0.823020922
249	0.177	0.421	0.474724551
250	0.355	0.421	0.672309481
251	0.177	0.421	0.474724551
252	2.127	1.263	1.64565504
253	0.177	0.421	0.474724551
254	0.177	0.421	0.474724551
255	4.078	1.997	2.278655495
256	1.241	1.191	1.257016418
257	0.355	0.595	0.672309481
258	0.177	0.421	0.474724551
259	3.014	2.084	1.95896503
260	0.709	0.842	0.950119381
261	1.418	1.263	1.343671714
262	28.72	5.992	6.047101762
263	0.177	0.421	0.474724551
264	7.978	3.368	3.187146857
265	4.787	1.684	2.468804913
266	0.355	0.421	0.672309481
267	1.064	1.263	1.16392735
268	8.687	3.573	3.325752836
269	0.177	0.421	0.474724551
270	0.532	0.842	0.823020922
271	0.709	0.842	0.950119381
272	6.205	2.105	2.810774159
273	0.886	1.191	1.062115924
274	0.709	0.842	0.950119381
275	0.532	0.595	0.823020922
276	0.177	0.421	0.474724551
277	0.177	0.421	0.474724551
278	1.418	1.263	1.343671714
279	1.241	1.489	1.257016418
280	0.177	0.421	0.474724551
281	0.177	0.421	0.474724551
282	1.064	1.191	1.16392735
283	0.886	0.893	1.062115924
284	2.837	2.071	1.900573752
285	0.355	0.421	0.672309481
286	0.177	0.421	0.474724551
287	4.964	2.526	2.514032836
288	1.241	1.318	1.257016418
289	0.355	0.421	0.672309481
290	3.014	1.684	1.95896503
291	1.596	1.263	1.425514052
292	0.355	0.421	0.672309481
293	0.355	0.421	0.672309481
294	0.177	0.421	0.474724551
295	0.177	0.421	0.474724551
296	0.177	0.421	0.474724551
297	5.85	2.451	2.729185105
298	0.177	0.421	0.474724551
299	1.064	1.191	1.16392735
300	0.532	0.595	0.823020922
301	21.629	4.632	5.24775172
302	0.886	0.893	1.062115924
303	11.701	3.789	3.859815528
304	1.596	1.786	1.425514052
305	0.177	0.421	0.474724551
306	0.177	0.421	0.474724551
307	0.177	0.421	0.474724551
308	0.177	0.421	0.474724551
309	0.177	0.421	0.474724551
310	0.177	0.421	0.474724551
311	6.382	2.947	2.85058148
312	0.355	0.421	0.672309481
313	0.177	0.421	0.474724551
314	0.355	0.421	0.672309481
315	0.886	1.191	1.062115924
316	0.355	0.595	0.672309481
317	0.177	0.421	0.474724551
318	1.241	1.263	1.257016418
319	0.177	0.421	0.474724551
320	1.418	1.489	1.343671714
321	0.355	0.421	0.672309481
322	0.177	0.421	0.474724551
323	9.751	3.201	3.523543501
324	0.177	0.421	0.474724551
325	0.177	0.421	0.474724551
326	0.177	0.421	0.474724551
327	1.241	1.263	1.257016418
328	1.064	1.191	1.16392735
329	0.177	0.421	0.474724551
330	1.773	1.684	1.502482517
331	0.532	0.842	0.823020922
332	3.368	2.105	2.07081404
333	0.177	0.421	0.474724551
334	0.532	0.595	0.823020922
335	0.177	0.421	0.474724551
336	0.177	0.421	0.474724551
337	0.177	0.421	0.474724551
338	0.177	0.421	0.474724551
339	0.177	0.421	0.474724551
340	6.56	2.68	2.890060798
341	0.886	0.932	1.062115924
342	123.745	11.298	12.55217222
343	0.177	0.421	0.474724551
344	0.177	0.421	0.474724551
345	0.177	0.421	0.474724551
346	1.418	1.684	1.343671714
347	0.709	0.842	0.950119381
348	1.773	1.263	1.502482517
349	11.701	3.268	3.859815528
350	0.355	0.421	0.672309481
351	0.177	0.421	0.474724551
352	1.418	1.191	1.343671714
353	0.886	0.842	1.062115924
354	0.177	0.421	0.474724551
355	0.177	0.421	0.474724551
356	0.355	0.421	0.672309481
357	0.355	0.421	0.672309481
358	0.355	0.421	0.672309481
359	0.177	0.421	0.474724551
360	0.886	1.191	1.062115924
361	0.177	0.421	0.474724551
362	0.532	0.421	0.823020922
363	0.177	0.421	0.474724551
364	0.177	0.421	0.474724551
365	0.177	0.421	0.474724551
366	12.233	3.728	3.946585784
367	1.064	1.263	1.16392735
368	0.177	0.421	0.474724551
369	0.177	0.421	0.474724551
370	1.773	1.489	1.502482517
371	0.177	0.421	0.474724551
372	1.95	1.684	1.575695755
373	1.241	1.263	1.257016418
374	0.355	0.421	0.672309481
375	2.305	1.684	1.713130804
376	0.177	0.421	0.474724551
377	0.177	0.421	0.474724551
378	0.355	0.421	0.672309481
379	0.886	0.842	1.062115924
380	3.014	2.105	1.95896503
381	24.111	5.474	5.540674928
382	1.241	1.598	1.257016418
383	0.355	0.421	0.672309481
384	0.177	0.421	0.474724551
385	0.355	0.421	0.672309481
386	0.177	0.421	0.474724551
387	0.177	0.421	0.474724551
388	0.177	0.421	0.474724551
389	0.355	0.421	0.672309481
390	0.177	0.421	0.474724551
391	0.177	0.421	0.474724551
392	1.064	0.893	1.16392735
393	0.177	0.421	0.474724551
394	0.532	0.753	0.823020922
395	0.177	0.421	0.474724551
396	0.532	0.842	0.823020922
397	8.51	3.201	3.291696907
398	0.177	0.421	0.474724551
399	0.177	0.421	0.474724551
400	0.177	0.421	0.474724551
401	0.177	0.421	0.474724551
402	0.709	0.842	0.950119381
403	0.177	0.421	0.474724551
404	0.177	0.421	0.474724551
405	0.709	0.893	0.950119381
406	7.091	3.2	3.00475317
407	0.177	0.421	0.474724551
408	1.95	1.684	1.575695755
409	0.177	0.421	0.474724551
410	0.177	0.421	0.474724551
411	0.177	0.421	0.474724551
412	14.715	4.542	4.328477781
413	177.285	12.564	15.02418959
414	0.355	0.421	0.672309481
415	0.177	0.421	0.474724551
416	0.709	0.842	0.950119381
417	0.177	0.421	0.474724551
418	0.177	0.421	0.474724551
419	0.177	0.421	0.474724551
420	0.709	0.842	0.950119381
421	150.515	14.882	13.84346958
422	1.241	1.168	1.257016418
423	0.532	0.595	0.823020922
424	0.355	0.595	0.672309481
425	0.177	0.421	0.474724551
426	0.177	0.421	0.474724551
427	0.886	0.842	1.062115924
428	0.177	0.421	0.474724551
429	0.177	0.421	0.474724551
430	0.177	0.421	0.474724551
431	0.177	0.421	0.474724551
432	0.355	0.421	0.672309481
433	0.355	0.421	0.672309481
434	0.177	0.421	0.474724551
435	0.177	0.421	0.474724551
436	1.596	1.263	1.425514052
437	0.355	0.421	0.672309481
438	0.177	0.421	0.474724551
439	0.177	0.421	0.474724551
440	0.177	0.421	0.474724551
441	0.177	0.421	0.474724551
442	0.177	0.421	0.474724551
443	0.177	0.421	0.474724551
444	0.355	0.595	0.672309481
445	0.532	0.842	0.823020922
446	0.532	0.421	0.823020922
447	0.177	0.421	0.474724551
448	0.177	0.421	0.474724551
449	0.177	0.421	0.474724551
450	0.886	1.13	1.062115924
451	0.177	0.421	0.474724551
452	0.355	0.421	0.672309481
453	0.177	0.421	0.474724551
454	2.127	1.489	1.64565504
455	3.191	2.105	2.015665495
456	0.177	0.421	0.474724551
457	7.801	3.062	3.151593516
458	0.177	0.421	0.474724551
459	0.177	0.421	0.474724551
460	0.532	0.595	0.823020922
461	0.177	0.421	0.474724551
462	0.177	0.421	0.474724551
463	0.177	0.421	0.474724551
464	0.177	0.421	0.474724551
465	0.177	0.421	0.474724551
466	0.177	0.421	0.474724551
467	0.177	0.421	0.474724551
468	0.177	0.421	0.474724551
469	0.177	0.421	0.474724551
470	0.177	0.421	0.474724551
471	1.418	1.263	1.343671714
472	0.177	0.421	0.474724551
473	2.305	1.489	1.713130804
474	0.177	0.421	0.474724551
475	0.177	0.421	0.474724551
476	1.95	1.401	1.575695755
477	0.177	0.421	0.474724551
478	0.177	0.421	0.474724551
479	0.177	0.421	0.474724551
480	0.177	0.421	0.474724551
481	0.355	0.595	0.672309481
482	0.177	0.421	0.474724551
483	0.177	0.421	0.474724551
484	0.355	0.421	0.672309481
485	7.978	2.76	3.187146857
486	0.177	0.421	0.474724551
487	7.269	2.947	3.042232445
488	0.177	0.421	0.474724551
489	5.319	2.825	2.602376056
490	0.709	0.842	0.950119381
491	0.532	0.842	0.823020922
492	0.177	0.421	0.474724551
493	0.177	0.421	0.474724551
494	0.532	0.421	0.823020922
495	0.177	0.421	0.474724551
496	0.177	0.421	0.474724551
497	0.886	1.191	1.062115924
498	0.355	0.595	0.672309481
499	0.355	0.595	0.672309481
500	0.532	0.842	0.823020922
501	0.177	0.421	0.474724551
502	0.177	0.421	0.474724551
503	5.496	2.526	2.645321254
504	0.177	0.421	0.474724551
505	1.064	1.263	1.16392735
506	0.177	0.421	0.474724551
507	0.177	0.421	0.474724551
508	0.532	0.595	0.823020922
509	0.177	0.421	0.474724551
510	0.709	0.842	0.950119381
511	1.596	1.263	1.425514052
512	0.177	0.421	0.474724551
513	0.355	0.421	0.672309481
514	2.305	1.489	1.713130804
515	0.177	0.421	0.474724551
516	0.177	0.421	0.474724551
517	0.177	0.421	0.474724551
518	0.177	0.421	0.474724551
519	0.177	0.421	0.474724551
520	0.886	1.191	1.062115924
521	2.837	1.684	1.900573752
522	0.532	0.421	0.823020922
523	0.177	0.421	0.474724551
524	0.177	0.421	0.474724551
525	1.773	1.684	1.502482517
526	0.177	0.421	0.474724551
527	0.177	0.421	0.474724551
528	0.355	0.421	0.672309481
529	0.177	0.421	0.474724551
530	0.177	0.421	0.474724551
531	0.177	0.421	0.474724551
532	11.524	3.368	3.830510738
533	1.241	1.263	1.257016418
534	0.177	0.421	0.474724551
535	0.177	0.421	0.474724551
536	0.177	0.421	0.474724551
537	0.177	0.421	0.474724551
538	5.141	2.526	2.558461354
539	0.177	0.421	0.474724551
540	0.886	0.842	1.062115924
541	0.709	0.842	0.950119381
542	0.177	0.421	0.474724551
543	1.596	1.263	1.425514052
544	0.177	0.421	0.474724551
545	0.355	0.421	0.672309481
546	0.177	0.421	0.474724551
547	0.177	0.421	0.474724551
548	0.177	0.421	0.474724551
549	0.532	0.753	0.823020922
550	0.177	0.421	0.474724551
551	0.177	0.421	0.474724551
552	0.177	0.421	0.474724551
553	0.177	0.421	0.474724551
554	1.95	1.684	1.575695755
555	0.355	0.595	0.672309481
556	0.886	1.051	1.062115924
557	0.177	0.421	0.474724551
558	0.177	0.421	0.474724551
559	1.064	1.263	1.16392735
560	0.355	0.595	0.672309481
561	0.177	0.421	0.474724551
562	0.177	0.421	0.474724551
563	1.064	1.263	1.16392735
564	0.177	0.421	0.474724551
565	0.177	0.421	0.474724551
566	0.886	0.842	1.062115924
567	0.177	0.421	0.474724551
568	0.177	0.421	0.474724551
569	90.593	11.072	10.73995298
570	1.064	1.191	1.16392735
571	0.177	0.421	0.474724551
572	0.177	0.421	0.474724551
573	0.177	0.421	0.474724551
574	0.709	0.842	0.950119381
575	0.886	1.13	1.062115924
576	0.355	0.421	0.672309481
577	5.85	2.737	2.729185105
578	0.355	0.421	0.672309481
579	0.177	0.421	0.474724551
580	35.457	5.719	6.719021844
581	0.177	0.421	0.474724551
582	0.177	0.421	0.474724551
583	5.496	2.526	2.645321254
584	0.177	0.421	0.474724551
585	0.177	0.421	0.474724551
586	8.332	3.2	3.257089481
587	19.147	5.082	4.937480892
588	0.355	0.421	0.672309481
589	0.177	0.421	0.474724551
590	0.177	0.421	0.474724551
591	0.177	0.421	0.474724551
592	0.355	0.595	0.672309481
593	0.709	0.842	0.950119381
594	0.177	0.421	0.474724551
595	4.255	2.382	2.327581204
596	0.177	0.421	0.474724551
597	0.532	0.421	0.823020922
598	0.177	0.421	0.474724551
599	0.709	0.842	0.950119381
600	0.177	0.421	0.474724551
601	0.177	0.421	0.474724551
602	0.355	0.421	0.672309481
603	0.177	0.421	0.474724551
604	1.064	1.263	1.16392735
605	4.255	2.448	2.327581204
606	0.177	0.421	0.474724551
607	0.177	0.421	0.474724551
608	1.064	1.13	1.16392735
609	0.177	0.421	0.474724551
610	0.177	0.421	0.474724551
611	0.177	0.421	0.474724551
612	0.177	0.421	0.474724551
613	5.141	2.312	2.558461354
614	5.673	2.312	2.687580313
615	1.064	0.842	1.16392735
616	0.177	0.421	0.474724551
617	3.546	2.105	2.124831152
618	0.177	0.421	0.474724551
619	0.177	0.421	0.474724551
620	0.177	0.421	0.474724551
621	0.177	0.421	0.474724551
622	0.886	0.842	1.062115924
623	0.177	0.421	0.474724551
624	0.177	0.421	0.474724551
625	0.177	0.421	0.474724551
626	1.241	1.263	1.257016418
627	0.177	0.421	0.474724551
628	1.064	0.842	1.16392735
629	0.355	0.421	0.672309481
630	0.355	0.595	0.672309481
631	0.177	0.421	0.474724551
632	0.177	0.421	0.474724551
633	0.532	0.595	0.823020922
634	0.177	0.421	0.474724551
635	0.177	0.421	0.474724551
636	0.177	0.421	0.474724551
637	0.355	0.421	0.672309481
638	0.177	0.421	0.474724551
639	0.177	0.421	0.474724551
640	6.382	2.349	2.85058148
641	7.623	2.526	3.115430155
642	0.355	0.595	0.672309481
643	5.673	2.26	2.687580313
644	0.355	0.421	0.672309481
645	0.177	0.421	0.474724551
646	1.064	1.191	1.16392735
647	1.241	1.263	1.257016418
648	8.864	3.275	3.359463547
649	3.723	2.105	2.177216302
650	35.28	5.992	6.702230311
651	0.177	0.421	0.474724551
652	2.482	1.489	1.777689666
653	0.177	0.421	0.474724551
654	0.886	1.051	1.062115924
655	0.177	0.421	0.474724551
656	1.418	1.263	1.343671714
657	14.006	3.789	4.222912865
658	0.709	0.842	0.950119381
659	60.632	6.954	8.786299567
660	0.177	0.421	0.474724551
661	1.418	1.263	1.343671714
662	47.512	7.255	7.777798998
663	0.355	0.595	0.672309481
664	3.014	2.189	1.95896503
665	0.177	0.421	0.474724551
666	0.177	0.421	0.474724551
667	0.177	0.421	0.474724551
668	0.177	0.421	0.474724551
669	3.368	2.448	2.07081404
670	0.177	0.421	0.474724551
671	0.177	0.421	0.474724551
672	1.064	1.263	1.16392735
673	1.773	1.684	1.502482517
674	0.355	0.421	0.672309481
675	0.177	0.421	0.474724551
676	6.56	2.105	2.890060798
677	0.177	0.421	0.474724551
678	11.701	4.084	3.859815528
679	0.355	0.421	0.672309481
680	0.177	0.421	0.474724551
681	0.177	0.421	0.474724551
682	0.177	0.421	0.474724551
683	0.177	0.421	0.474724551
684	1.241	1.263	1.257016418
685	0.177	0.421	0.474724551
686	0.177	0.421	0.474724551
687	0.355	0.421	0.672309481
688	0.177	0.421	0.474724551
689	0.177	0.421	0.474724551
690	1.418	1.263	1.343671714
691	0.532	0.842	0.823020922
692	3.723	2.105	2.177216302
693	9.573	2.947	3.491235048
694	0.177	0.421	0.474724551
695	0.177	0.421	0.474724551
696	0.709	0.421	0.950119381
697	0.177	0.421	0.474724551
698	0.355	0.421	0.672309481
699	4.787	2.526	2.468804913
700	0.177	0.421	0.474724551
701	0.355	0.595	0.672309481
702	1.064	1.263	1.16392735
703	0.886	0.842	1.062115924
704	0.177	0.421	0.474724551
705	0.177	0.421	0.474724551
706	0.177	0.421	0.474724551
707	0.177	0.421	0.474724551
708	4.078	2.105	2.278655495
709	0.177	0.421	0.474724551
710	0.177	0.421	0.474724551
711	1.418	1.263	1.343671714
712	13.474	4.331	4.141935493
713	0.355	0.595	0.672309481
714	0.355	0.421	0.672309481
715	0.177	0.421	0.474724551
716	0.177	0.421	0.474724551
717	0.177	0.421	0.474724551
718	0.886	1.263	1.062115924
719	0.886	1.191	1.062115924
720	0.886	0.842	1.062115924
721	0.177	0.421	0.474724551
722	0.177	0.421	0.474724551
723	0.355	0.421	0.672309481
724	0.177	0.421	0.474724551
725	0.177	0.421	0.474724551
726	15.247	4.211	4.406028068
727	0.355	0.421	0.672309481
728	0.177	0.421	0.474724551
729	0.886	0.842	1.062115924
730	1.773	1.263	1.502482517
731	159.202	11.94	14.23735516
732	0.532	0.842	0.823020922
733	5.496	2.105	2.645321254
734	0.532	0.842	0.823020922
735	70.737	7.92	9.490265838
736	0.355	0.595	0.672309481
737	0.177	0.421	0.474724551
738	0.532	0.842	0.823020922
739	0.177	0.421	0.474724551
740	0.177	0.421	0.474724551
741	0.355	0.595	0.672309481
742	0.355	0.421	0.672309481
743	0.355	0.595	0.672309481
744	0.177	0.421	0.474724551
745	0.177	0.421	0.474724551
746	0.532	0.595	0.823020922
747	2.837	1.985	1.900573752
748	0.886	1.191	1.062115924
749	0.177	0.421	0.474724551
750	0.709	0.842	0.950119381
751	0.177	0.421	0.474724551
752	0.177	0.421	0.474724551
753	0.177	0.421	0.474724551
754	0.177	0.421	0.474724551
755	0.355	0.595	0.672309481
756	0.355	0.421	0.672309481
757	0.177	0.421	0.474724551
758	0.886	1.13	1.062115924
759	0.709	0.842	0.950119381
760	1.241	1.263	1.257016418
761	0.177	0.421	0.474724551
762	0.177	0.421	0.474724551
763	3.723	1.786	2.177216302
764	0.177	0.421	0.474724551
765	0.177	0.421	0.474724551
766	0.177	0.421	0.474724551
767	0.177	0.421	0.474724551
768	0.177	0.421	0.474724551
769	0.886	1.13	1.062115924
770	1.064	0.842	1.16392735
771	5.673	2.105	2.687580313
772	0.355	0.421	0.672309481
773	0.177	0.421	0.474724551
774	2.482	2.071	1.777689666
775	0.355	0.595	0.672309481
776	5.673	2.526	2.687580313
777	0.177	0.421	0.474724551
778	1.064	0.842	1.16392735
779	0.709	0.842	0.950119381
780	0.177	0.421	0.474724551
781	1.241	1.489	1.257016418
782	1.418	1.318	1.343671714
783	0.177	0.421	0.474724551
784	7.269	2.655	3.042232445
785	1.064	1.191	1.16392735
786	7.623	2.68	3.115430155
787	0.177	0.421	0.474724551
788	2.127	1.864	1.64565504
789	0.177	0.421	0.474724551
790	0.177	0.421	0.474724551
791	0.355	0.421	0.672309481
792	1.064	1.263	1.16392735
793	0.177	0.421	0.474724551
794	0.177	0.421	0.474724551
795	0.177	0.421	0.474724551
796	0.177	0.421	0.474724551
797	0.177	0.421	0.474724551
798	0.177	0.421	0.474724551
799	6.737	2.526	2.928790674
800	0.177	0.421	0.474724551
801	0.177	0.421	0.474724551
802	0.177	0.421	0.474724551
803	0.177	0.421	0.474724551
804	2.659	1.684	1.839984769
805	0.177	0.421	0.474724551
806	1.95	1.684	1.575695755
807	0.177	0.421	0.474724551
808	0.177	0.421	0.474724551
809	0.177	0.421	0.474724551
810	1.95	1.263	1.575695755
811	4.964	2.105	2.514032836
812	0.177	0.421	0.474724551
813	0.177	0.421	0.474724551
814	2.837	1.883	1.900573752
815	0.177	0.421	0.474724551
816	0.886	0.842	1.062115924
817	0.177	0.421	0.474724551
818	0.177	0.421	0.474724551
819	1.596	1.263	1.425514052
820	0.177	0.421	0.474724551
821	1.95	1.684	1.575695755
822	2.837	1.684	1.900573752
823	0.177	0.421	0.474724551
824	0.177	0.421	0.474724551
825	7.091	2.947	3.00475317
826	0.177	0.421	0.474724551
827	0.709	0.893	0.950119381
828	0.177	0.421	0.474724551
829	0.177	0.421	0.474724551
830	1.241	1.263	1.257016418
831	0.709	1.13	0.950119381
832	0.177	0.421	0.474724551
833	0.177	0.421	0.474724551
834	1.241	1.191	1.257016418
835	0.177	0.421	0.474724551
836	0.177	0.421	0.474724551
837	0.532	0.753	0.823020922
838	0.886	1.263	1.062115924
839	0.886	0.842	1.062115924
840	2.837	1.883	1.900573752
841	0.532	0.842	0.823020922
842	1.773	1.263	1.502482517
843	0.177	0.421	0.474724551
844	65.95	8.388	9.163522684
845	13.474	4.211	4.141935493
846	0.177	0.421	0.474724551
847	0.177	0.421	0.474724551
848	0.177	0.421	0.474724551
849	3.368	2.358	2.07081404
850	0.355	0.421	0.672309481
851	0.355	0.421	0.672309481
852	2.305	1.263	1.713130804
853	0.355	0.421	0.672309481
854	0.177	0.421	0.474724551
855	2.482	1.684	1.777689666
856	0.177	0.421	0.474724551
857	0.177	0.421	0.474724551
858	0.355	0.595	0.672309481
859	0.355	0.421	0.672309481
860	0.177	0.421	0.474724551
861	0.886	1.051	1.062115924
862	0.177	0.421	0.474724551
863	5.141	2.382	2.558461354
864	0.177	0.421	0.474724551
865	5.319	2.526	2.602376056
866	0.177	0.421	0.474724551
867	0.886	0.842	1.062115924
868	4.432	2.089	2.375499455
869	0.177	0.421	0.474724551
870	3.014	2.349	1.95896503
871	0.355	0.421	0.672309481
872	0.177	0.421	0.474724551
873	1.418	1.263	1.343671714
