ID	Area	MinFeret	EQPC
2006	0.177	0.421	0.474724551
2007	2.127	1.263	1.64565504
2008	0.886	1.13	1.062115924
2009	1.064	1.263	1.16392735
2010	0.177	0.421	0.474724551
2011	0.177	0.421	0.474724551
2012	1.773	1.506	1.502482517
2013	1.064	1.13	1.16392735
2014	0.177	0.421	0.474724551
2015	306.526	18.887	19.7555315
2016	0.177	0.421	0.474724551
2017	0.177	0.421	0.474724551
2018	0.177	0.421	0.474724551
2019	0.177	0.421	0.474724551
2020	0.177	0.421	0.474724551
2021	0.177	0.421	0.474724551
2022	0.177	0.421	0.474724551
2023	2.127	1.489	1.64565504
2024	0.355	0.595	0.672309481
2025	10.814	3.861	3.710635045
2026	0.709	0.421	0.950119381
2027	0.177	0.421	0.474724551
2028	1.064	1.191	1.16392735
2029	0.355	0.421	0.672309481
2030	3.723	2.105	2.177216302
2031	0.886	1.191	1.062115924
2032	1.596	1.263	1.425514052
2033	10.283	3.778	3.61838669
2034	0.177	0.421	0.474724551
2035	0.177	0.421	0.474724551
2036	0.355	0.421	0.672309481
2037	0.532	0.753	0.823020922
2038	0.177	0.421	0.474724551
2039	0.177	0.421	0.474724551
2040	1.418	1.263	1.343671714
2041	0.709	0.842	0.950119381
2042	2.305	1.868	1.713130804
2043	1.95	1.569	1.575695755
2044	0.177	0.421	0.474724551
2045	0.355	0.421	0.672309481
2046	0.355	0.421	0.672309481
2047	1.064	1.13	1.16392735
2048	0.177	0.421	0.474724551
2049	6.205	2.977	2.810774159
2050	0.177	0.421	0.474724551
2051	0.709	0.842	0.950119381
2052	0.355	0.421	0.672309481
2053	1.95	1.684	1.575695755
2054	0.532	0.595	0.823020922
2055	0.177	0.421	0.474724551
2056	0.532	0.421	0.823020922
2057	16.842	4.049	4.630755922
2058	0.177	0.421	0.474724551
2059	0.177	0.421	0.474724551
2060	0.886	0.842	1.062115924
2061	0.177	0.421	0.474724551
2062	2.837	1.684	1.900573752
2063	2.482	1.985	1.777689666
2064	2.837	1.684	1.900573752
2065	0.355	0.421	0.672309481
2066	1.596	1.489	1.425514052
2067	0.177	0.421	0.474724551
2068	4.964	2.526	2.514032836
2069	3.191	2.105	2.015665495
2070	0.177	0.421	0.474724551
2071	3.546	2.442	2.124831152
2072	0.177	0.421	0.474724551
2073	1.95	1.489	1.575695755
2074	0.177	0.421	0.474724551
2075	0.355	0.421	0.672309481
2076	4.078	2.264	2.278655495
2077	0.177	0.421	0.474724551
2078	2.659	1.684	1.839984769
2079	0.177	0.421	0.474724551
2080	0.177	0.421	0.474724551
2081	28.188	5.465	5.990832687
2082	0.709	0.842	0.950119381
2083	11.524	2.769	3.830510738
2084	0.177	0.421	0.474724551
2085	0.177	0.421	0.474724551
2086	0.177	0.421	0.474724551
2087	0.177	0.421	0.474724551
2088	1.064	1.263	1.16392735
2089	0.355	0.421	0.672309481
2090	0.177	0.421	0.474724551
2091	0.709	0.842	0.950119381
2092	0.177	0.421	0.474724551
2093	1.064	0.842	1.16392735
2094	1.596	1.489	1.425514052
2095	1.064	0.842	1.16392735
2096	0.355	0.421	0.672309481
2097	26.416	5.061	5.799473753
2098	0.177	0.421	0.474724551
2099	0.355	0.421	0.672309481
2100	0.177	0.421	0.474724551
2101	42.371	5.922	7.344959683
2102	0.532	0.753	0.823020922
2103	0.709	0.842	0.950119381
2104	0.355	0.421	0.672309481
2105	0.177	0.421	0.474724551
2106	0.177	0.421	0.474724551
2107	0.355	0.421	0.672309481
2108	0.177	0.421	0.474724551
2109	1.95	1.263	1.575695755
2110	0.709	0.842	0.950119381
2111	5.319	2.349	2.602376056
2112	2.482	2.071	1.777689666
2113	0.355	0.421	0.672309481
2114	0.355	0.421	0.672309481
2115	0.177	0.421	0.474724551
2116	0.177	0.421	0.474724551
2117	0.177	0.421	0.474724551
2118	76.765	8.426	9.886366049
2119	5.141	2.636	2.558461354
2120	1.95	1.465	1.575695755
2121	0.177	0.421	0.474724551
2122	0.355	0.421	0.672309481
2123	1.773	1.684	1.502482517
2124	0.177	0.421	0.474724551
2125	0.177	0.421	0.474724551
2126	0.886	1.13	1.062115924
2127	0.177	0.421	0.474724551
2128	0.886	0.842	1.062115924
2129	0.177	0.421	0.474724551
2130	0.177	0.421	0.474724551
2131	0.532	0.842	0.823020922
2132	0.355	0.421	0.672309481
2133	6.56	2.825	2.890060798
2134	0.177	0.421	0.474724551
2135	0.177	0.421	0.474724551
2136	0.177	0.421	0.474724551
2137	5.319	2.526	2.602376056
2138	4.078	2.526	2.278655495
2139	3.546	1.515	2.124831152
2140	0.355	0.421	0.672309481
2141	0.886	0.842	1.062115924
2142	0.177	0.421	0.474724551
2143	1.064	0.842	1.16392735
2144	0.177	0.421	0.474724551
2145	0.177	0.421	0.474724551
2146	0.886	0.842	1.062115924
2147	0.886	0.842	1.062115924
2148	0.532	0.595	0.823020922
2149	0.532	0.842	0.823020922
2150	2.127	1.684	1.64565504
2151	5.496	2.526	2.645321254
2152	0.177	0.421	0.474724551
2153	1.241	1.263	1.257016418
2154	0.177	0.421	0.474724551
2155	0.177	0.421	0.474724551
2156	8.864	3.368	3.359463547
2157	2.305	1.489	1.713130804
2158	0.532	0.421	0.823020922
2159	0.177	0.421	0.474724551
2160	0.177	0.421	0.474724551
2161	0.177	0.421	0.474724551
2162	1.596	1.263	1.425514052
2163	0.355	0.421	0.672309481
2164	0.886	1.191	1.062115924
2165	0.886	0.842	1.062115924
2166	7.623	3.275	3.115430155
2167	0.177	0.421	0.474724551
2168	1.064	0.842	1.16392735
2169	0.177	0.421	0.474724551
2170	1.241	1.263	1.257016418
2171	0.709	1.13	0.950119381
2172	0.177	0.421	0.474724551
2173	0.532	0.842	0.823020922
2174	0.177	0.421	0.474724551
2175	0.177	0.421	0.474724551
2176	0.177	0.421	0.474724551
2177	17.729	3.503	4.751132906
2178	2.305	1.489	1.713130804
2179	0.177	0.421	0.474724551
2180	0.177	0.421	0.474724551
2181	0.177	0.421	0.474724551
2182	0.177	0.421	0.474724551
2183	15.247	4.211	4.406028068
2184	3.723	2.105	2.177216302
2185	0.532	0.421	0.823020922
2186	0.177	0.421	0.474724551
2187	0.355	0.421	0.672309481
2188	1.064	0.842	1.16392735
2189	0.177	0.421	0.474724551
2190	0.355	0.421	0.672309481
2191	0.177	0.421	0.474724551
2192	0.177	0.421	0.474724551
2193	0.886	0.842	1.062115924
2194	0.177	0.421	0.474724551
2195	0.355	0.421	0.672309481
2196	0.532	0.842	0.823020922
2197	1.241	0.842	1.257016418
2198	0.177	0.421	0.474724551
2199	1.773	1.263	1.502482517
2200	0.177	0.421	0.474724551
2201	0.177	0.421	0.474724551
2202	0.355	0.595	0.672309481
2203	0.177	0.421	0.474724551
2204	0.709	0.842	0.950119381
2205	0.886	0.842	1.062115924
2206	0.355	0.421	0.672309481
2207	1.773	1.489	1.502482517
2208	0.177	0.421	0.474724551
2209	0.177	0.421	0.474724551
2210	0.177	0.421	0.474724551
2211	2.482	1.684	1.777689666
2212	1.95	1.465	1.575695755
2213	0.177	0.421	0.474724551
2214	0.355	0.595	0.672309481
2215	0.709	0.842	0.950119381
2216	2.837	2.071	1.900573752
2217	0.709	0.842	0.950119381
2218	0.177	0.421	0.474724551
2219	0.177	0.421	0.474724551
2220	2.127	1.489	1.64565504
2221	0.177	0.421	0.474724551
2222	0.177	0.421	0.474724551
2223	0.886	0.842	1.062115924
2224	3.723	2.084	2.177216302
2225	0.177	0.421	0.474724551
2226	0.177	0.421	0.474724551
2227	0.177	0.421	0.474724551
2228	1.596	1.263	1.425514052
2229	0.177	0.421	0.474724551
2230	2.659	1.263	1.839984769
2231	6.028	2.526	2.770394913
2232	1.064	1.191	1.16392735
2233	0.177	0.421	0.474724551
2234	0.177	0.421	0.474724551
2235	1.773	1.684	1.502482517
2236	2.837	1.684	1.900573752
2237	0.709	0.842	0.950119381
2238	0.177	0.421	0.474724551
2239	3.9	1.684	2.228370307
2240	0.177	0.421	0.474724551
2241	0.709	0.893	0.950119381
2242	0.709	0.842	0.950119381
2243	0.355	0.421	0.672309481
2244	0.177	0.421	0.474724551
